neighborhood,name,rating,review_count,price,latitude,longitude,category,parent_category
East Village,Raku,4.5,1065,$$,40.7264988089246,-73.98665260523559,japanese,restaurants
East Village,Pylos,4.5,1119,$$$,40.726079999999996,-73.98415,greek,restaurants
East Village,Yuca Bar,4.0,1781,$$,40.7262,-73.9836,latin,restaurants
East Village,Crif Dogs,4.0,2101,$,40.727157,-73.98371800000001,hotdog,restaurants
East Village,Cha-An,4.0,1794,$$,40.72947,-73.98813,japanese,restaurants
East Village,Raclette,4.0,1352,$$,40.728929799999996,-73.98060100000001,sandwiches,restaurants
East Village,Kura,4.5,474,$$$$,40.726709,-73.98357940000001,japanese,restaurants
East Village,Root & Bone,4.0,1607,$$,40.72272,-73.98334,southern,restaurants
East Village,Minca,4.0,1666,$$,40.72412,-73.98288000000001,ramen,japanese
East Village,Brindle Room,4.0,1027,$$,40.72829,-73.98271,newamerican,restaurants
East Village,PMF Pardon My French,4.0,971,$$,40.72473,-73.98115,french,restaurants
East Village,Westville East,4.0,1036,$$,40.72847,-73.98213,tradamerican,restaurants
East Village,Xe May Sandwich Shop,4.5,618,$,40.7272,-73.98493,sandwiches,restaurants
East Village,Bobwhite Counter,4.5,790,$$,40.72365,-73.97899,southern,restaurants
East Village,Luzzos La Pizza Napoletana,4.0,1042,$$,40.730616,-73.9834846,italian,restaurants
East Village,Somtum Der,4.0,729,$$,40.72521519822379,-73.9842741682317,thai,restaurants
East Village,Taverna Kyclades - East Village,4.0,825,$$,40.7310782469639,-73.9825163036585,greek,restaurants
East Village,S'MAC,3.5,2179,$$,40.730212,-73.983724,tradamerican,restaurants
East Village,Katz's Delicatessen,4.0,12214,$$,40.722237,-73.98743,delis,restaurants
East Village,Oiji,4.5,505,$$$,40.727270000000004,-73.98585,korean,restaurants
East Village,Dian Kitchen,5.0,213,$$,40.72772,-73.98321,chinese,restaurants
East Village,Sunny and Annie's,4.5,483,$,40.724653,-73.981702,sandwiches,restaurants
East Village,Soba-ya,4.0,1470,$$,40.7296485900879,-73.9878845214844,japanese,restaurants
East Village,Jeepney,4.0,1123,$$,40.730329,-73.983653,filipino,restaurants
East Village,Benemon,4.5,549,$$,40.72551,-73.98838,japanese,restaurants
East Village,Tuome,4.5,498,$$$,40.724124827240004,-73.9828906263924,newamerican,restaurants
East Village,Hanoi House,4.0,490,$$,40.72698,-73.98357,vietnamese,restaurants
East Village,Supper,4.0,1287,$$,40.7229,-73.98527,italian,restaurants
East Village,Cornerstone Cafe,4.0,1115,$$,40.7220618263077,-73.983249573445,italian,restaurants
East Village,Madame Vo,4.0,793,$$,40.72925,-73.98612,vietnamese,restaurants
East Village,Curry-Ya,4.0,714,$$,40.72922,-73.98604,japanese,restaurants
East Village,Hi-Collar,4.0,591,$$,40.729307726817105,-73.9859368048935,japanese,restaurants
East Village,Buenos Aires,4.0,535,$$$,40.725315093994105,-73.983039855957,argentine,restaurants
East Village,Avant Garden,4.5,328,$$$,40.7261499,-73.98402,newamerican,restaurants
East Village,Ramen Misoya,4.0,923,$$,40.7285309,-73.98812099999999,ramen,japanese
East Village,Motorino,3.5,1075,$$,40.73039,-73.98380999999999,pizza,restaurants
East Village,Dun Huang - East Village,4.5,343,$$,40.73081,-73.98568,chinese,restaurants
East Village,Sigiri,4.0,602,$$,40.726261,-73.98668599999999,srilankan,restaurants
East Village,POST,4.5,260,$$,40.72298,-73.98302,breakfast_brunch,restaurants
East Village,Lil Frankie's,4.0,1106,$$,40.723625,-73.988555,pizza,restaurants
East Village,Pado,4.5,295,$$,40.7314,-73.98589,japanese,restaurants
East Village,Fonda East Village,4.0,760,$$,40.722852,-73.98286,mexican,restaurants
East Village,El Camion,4.0,692,$$,40.7291,-73.98105,mexican,restaurants
East Village,Paul's Da Burger Joint,4.0,973,$$,40.728607177734396,-73.9880599975586,burgers,restaurants
East Village,Whitman's,4.0,627,$$,40.727942,-73.98446899999999,burgers,restaurants
East Village,TabeTomo,4.0,322,$$,40.72688,-73.98311,ramen,japanese
East Village,Punjabi Grocery & Deli,4.5,392,$,40.7227225423661,-73.98662245767208,indpak,restaurants
East Village,Hearth,4.0,720,$$$,40.730006,-73.983225,newamerican,restaurants
East Village,Tatsu Ramen,4.0,458,$$,40.729079999999996,-73.98446,ramen,japanese
East Village,Banh Mi Zon,4.5,308,$,40.725686100000004,-73.9842575,vietnamese,restaurants
East Village,Taqueria St. Marks Place,4.0,428,$$,40.7278587780221,-73.98561380859921,mexican,restaurants
East Village,Casa Adela,4.0,457,$$,40.722640000000006,-73.97973,latin,restaurants
East Village,Dan and John's Wings,4.0,353,$$,40.727855700000006,-73.98531340000001,chicken_wings,restaurants
East Village,Shabu-Tatsu East Village,4.0,634,$$,40.729147,-73.985906,japanese,restaurants
East Village,Balade,4.0,699,$$,40.730251,-73.983001,mediterranean,restaurants
East Village,Clinton Street Baking Company,4.0,5062,$$,40.721128,-73.983933,bakeries,food
East Village,Mayamezcal,4.0,605,$$,40.727109999999996,-73.98817,mexican,restaurants
East Village,V-Nam Cafe,4.0,470,$,40.7233696141088,-73.98812018119821,vietnamese,restaurants
East Village,Malai Marke Indian Cuisine,4.0,552,$$,40.726934,-73.98758000000001,indpak,restaurants
East Village,Taqueria Diana,4.0,723,$,40.7284337609976,-73.9879844318771,mexican,restaurants
East Village,Feast,4.0,471,$$$,40.7325189,-73.98812740000001,newamerican,restaurants
East Village,Kanoyama,4.0,656,$$$,40.730545186039,-73.986544028849,japanese,restaurants
East Village,Royale,4.0,467,$$,40.7258174842573,-73.9778455564146,burgers,restaurants
East Village,Gruppo,4.5,252,$$,40.724740000000004,-73.98161,pizza,restaurants
East Village,Fat Buddha,3.5,620,$$,40.7298105,-73.9805949,asianfusion,restaurants
East Village,Esperanto,3.5,694,$$,40.725474,-73.978054,brazilian,restaurants
East Village,Sushi Dojo NYC,4.0,451,$$$$,40.7266273498535,-73.9856719970703,sushi,restaurants
East Village,Ladybird,4.0,286,$$,40.726769311104,-73.98477127893631,vegan,restaurants
East Village,Wafels & Dinges,4.0,574,$$,40.72182,-73.983287,belgian,restaurants
East Village,SenYa,4.0,246,$$$,40.7269015463545,-73.986101118587,japanese,restaurants
East Village,MONOMONO,4.0,473,$$,40.72549,-73.98803000000001,korean,restaurants
East Village,Sao Mai,4.0,539,$$,40.730362,-73.98362,vietnamese,restaurants
East Village,K'OOK,4.0,427,$$,40.726820000000004,-73.98738,korean,restaurants
East Village,Tac N Roll,4.5,183,$,40.725224,-73.987801,tacos,mexican
East Village,Village Square Pizza,4.5,131,$,40.72748,-73.98268,pizza,restaurants
East Village,Zaragoza Mexican Deli & Grocery,4.0,302,$,40.730102,-73.980949,mexican,restaurants
East Village,John's of 12th Street,3.5,694,$$,40.730685,-73.985502,italian,restaurants
East Village,Thai Terminal,4.0,557,$$,40.73039,-73.98380999999999,thai,restaurants
East Village,Cagen,4.0,189,$$$$,40.72779,-73.98416999999999,japanese,restaurants
East Village,La Palapa,3.5,687,$$,40.727969,-73.98560400000001,breakfast_brunch,restaurants
East Village,Gnocco,4.0,457,$$,40.727129999999995,-73.98027990000001,italian,restaurants
East Village,Hunan Slurp,4.0,218,$$$,40.726690000000005,-73.98563,noodles,restaurants
East Village,The Halal Guys,3.5,763,$,40.732306075120896,-73.98439063610691,mideastern,restaurants
East Village,Via Della Pace,4.0,542,$$,40.7277013287721,-73.9877394513958,italian,restaurants
East Village,Secchu Yokota,4.5,99,$$$$,40.72283,-73.98311,japanese,restaurants
East Village,Baker's Pizza,4.5,213,$,40.729439899999996,-73.98125,pizza,restaurants
East Village,Rai Rai Ken,3.5,833,$$,40.729240000000004,-73.9858,japanese,restaurants
East Village,Numero 28 Pizzeria Napoletana,4.0,528,$$,40.73041,-73.98595,pizza,restaurants
East Village,Dumpling Man,3.5,822,$,40.727171000000006,-73.98475079999999,chinese,restaurants
East Village,Jules Bistro,3.5,506,$$,40.72818,-73.98607,french,restaurants
East Village,The Organic Grill,3.5,442,$$,40.72737,-73.98578,vegan,restaurants
East Village,Il Posto Accanto,4.5,216,$$$,40.72238,-73.98403,italian,restaurants
East Village,Sauce Pizzeria,4.5,182,$,40.73033,-73.98403,pizza,restaurants
East Village,East Village Pizza,4.0,260,$,40.728199,-73.985182,pizza,restaurants
East Village,Ravagh Persian Grill,4.0,213,$$,40.727413,-73.98574,persian,restaurants
East Village,Spiegel,4.0,343,$$,40.723690032959,-73.98783,newamerican,restaurants
East Village,Lui's Thai Food,4.0,252,$$,40.725246429443395,-73.9875869750977,thai,restaurants
East Village,Bali Kitchen,4.5,137,$$,40.725371,-73.987617,indonesian,restaurants
East Village,Villa Cemita,4.0,346,$$,40.72383,-73.98478,mexican,restaurants
East Village,Drunken Dumpling,3.5,419,$$,40.7279305523596,-73.9851133525372,asianfusion,restaurants
East Village,Ahimsa Garden,4.5,113,$$,40.72849,-73.98319000000001,indpak,restaurants
East Village,Tompkins Square Bagels -  2nd Ave,4.0,216,$,40.73064,-73.98578,bagels,food
East Village,Barnyard Cheese Shop,4.5,147,$$,40.727234,-73.979772,cheese,gourmet
East Village,Otafuku,3.5,517,$$,40.729486,-73.98841,japanese,restaurants
East Village,Downtown Bakery Cocina Mexicana,4.0,250,$,40.725429999999996,-73.98711,mexican,restaurants
East Village,David's Cafe,4.0,196,$$,40.7269310030458,-73.98434288799758,newamerican,restaurants
East Village,Little Tong Noodle Shop,4.0,269,$$,40.72937,-73.98424,noodles,restaurants
East Village,Fiaschetteria Pistoia,4.0,167,$$,40.726659999999995,-73.9773,tuscan,italian
East Village,New Mizu Sushi,4.5,155,$$,40.7283,-73.98538,sushi,restaurants
East Village,Virginia's,4.0,174,$$$,40.726659999999995,-73.9773,newamerican,restaurants
East Village,Cortadito Cuban Cuisine,3.0,880,$$,40.722483112365,-73.98278458954199,cuban,restaurants
East Village,Joe & Pat's Pizzeria,4.0,172,$$,40.72892,-73.98411,pizza,restaurants
East Village,Two Boots East Village,4.0,360,$,40.723690000000005,-73.98489000000001,pizza,restaurants
East Village,Suki,4.5,118,$$,40.72702,-73.98608,japacurry,japanese
East Village,The Nugget Spot,3.5,509,$,40.7324998427738,-73.98604874603271,tradamerican,restaurants
East Village,Milon,3.5,509,$$,40.726321999999996,-73.986648,indpak,restaurants
East Village,Kikoo Sushi,3.5,666,$$,40.7280544300949,-73.98525880304109,sushi,restaurants
East Village,Ukrainian East Village,4.0,300,$$,40.728846999999995,-73.987045,ukrainian,restaurants
East Village,Ramen Setagaya,3.5,643,$$,40.728708374845,-73.9882649390785,ramen,japanese
East Village,Mancora Restaurant & Bar,3.5,361,$$,40.726628999999996,-73.986359,latin,restaurants
East Village,Upstate Craft Beer & Oyster Bar,4.5,1848,$$,40.726372999999995,-73.98655699999999,seafood,restaurants
East Village,Little Poland,4.0,309,$$,40.731190000000005,-73.9855199,diners,restaurants
East Village,Ichibantei,4.0,210,$$,40.73063,-73.98275,japanese,restaurants
East Village,Tacos Cholula,4.0,148,$,40.723009999999995,-73.98605,mexican,restaurants
East Village,Souen,3.5,326,$$,40.7266693115234,-73.9873733520508,japanese,restaurants
East Village,brodo Broth Co.,4.0,165,$$,40.730089899999996,-73.98326999999999,soup,restaurants
East Village,Panna II Garden Indian Restaurant,3.0,1064,$$,40.726259999999996,-73.9865,indpak,restaurants
East Village,Jiang Diner,4.0,125,$$,40.7268045,-73.9882662,noodles,restaurants
East Village,Gena's Grill,4.0,188,$,40.730327,-73.982955,dominican,caribbean
East Village,Gaia Italian Café,4.0,985,$,40.721653,-73.98534599999999,italian,restaurants
East Village,Kati Thai Cuisine,4.0,244,$$,40.7318077087402,-73.98291015625,thai,restaurants
East Village,Ruby's Cafe,5.0,55,$$,40.730932,-73.988061,australian,restaurants
East Village,Odessa Restaurant,3.5,358,$,40.726329986399996,-73.9834847979,diners,restaurants
East Village,Lamia's Fish Market,4.0,211,,40.722978999999995,-73.98251020000001,seafood,restaurants
East Village,Lucien,3.5,361,$$$,40.72339,-73.98817,french,restaurants
East Village,Solo Pizza,4.0,184,$,40.722385406494105,-73.98291015625,pizza,restaurants
East Village,Hub Thai,4.0,109,$$,40.72587,-73.98385,thai,restaurants
East Village,Cafe Mogador,4.0,1896,$$,40.727258767439,-73.9845085144043,moroccan,restaurants
East Village,Nightmarket,4.5,65,$$,40.72737,-73.98525,noodles,restaurants
East Village,Mama Fina's - New York,4.0,157,$$,40.72829,-73.98226,filipino,restaurants
East Village,Madame Vo BBQ,4.0,174,$$,40.72741,-73.98816,vietnamese,restaurants
East Village,Van Da,4.0,98,,40.72341,-73.98307,vietnamese,restaurants
East Village,The Brazen Fox,3.5,389,$$,40.73281,-73.98784,newamerican,restaurants
East Village,Bait & Hook,3.5,401,$$,40.73263,-73.98510300000001,seafood,restaurants
East Village,Empellón Al Pastor East Village,3.5,249,$$,40.72668,-73.98336,mexican,restaurants
East Village,Khyber Pass,3.5,351,$$,40.7286266,-73.98837540000001,afghani,restaurants
East Village,Momofuku Noodle Bar,3.5,4265,$$,40.729206382007604,-73.9844848239426,ramen,japanese
East Village,Mayanoki,4.5,51,$$$$,40.72392,-73.98085,sushi,restaurants
East Village,Mani In Pasta,4.5,94,$$,40.7326,-73.98515,italian,restaurants
East Village,Red Hook Lobster Pound Truck,3.5,197,$$,40.76869,-73.90561,streetvendors,food
East Village,Paquito's,3.5,251,$$,40.728137,-73.985134,mexican,restaurants
East Village,Vegan Love,4.5,52,,40.728522,-73.983266,vegan,restaurants
East Village,Horus Café on A,3.0,348,$$,40.727917,-73.98200600000001,mideastern,restaurants
East Village,Veselka,4.0,2575,$$,40.728950500488295,-73.9869689941406,diners,restaurants
East Village,Momofuku Ssam Bar,4.0,2438,$$$,40.73169,-73.985846,asianfusion,restaurants
East Village,Beron Beron,4.0,106,$$,40.72878660000001,-73.9841504,japanese,restaurants
East Village,Shi Miao Dao Yunnan Rice Noodle,4.0,102,$$,40.729040000000005,-73.9881,chinese,restaurants
East Village,Tallgrass Burger,3.5,225,$$,40.730422,-73.982879,burgers,restaurants
East Village,El Rinconcito,4.5,69,$,40.72553,-73.977,puertorican,caribbean
East Village,Apna Masala Indian Cuisine,3.5,208,$$,40.726383463261,-73.9864511163941,indpak,restaurants
East Village,Dua Kafe,4.5,59,,40.72979,-73.97924,cafes,restaurants
East Village,Umi No Ie,4.0,153,$$,40.724637,-73.988227,japanese,restaurants
East Village,Mughlai Grill,4.5,348,$$,40.7210905,-73.9840446,indpak,restaurants
East Village,Nowon,4.5,56,,40.72532,-73.98334,korean,restaurants
East Village,Soogil,4.0,112,$$$,40.72551,-73.98838,korean,restaurants
East Village,Smør,4.5,39,,40.72927,-73.98153,scandinavian,restaurants
East Village,Stromboli Pizza,3.5,221,$,40.727779999999996,-73.98542990000001,pizza,restaurants
East Village,Tai Thai,3.5,214,$$,40.723240000000004,-73.98793,thai,restaurants
East Village,Golden Eggies,5.0,24,$,40.723545,-73.985601,waffles,restaurants
East Village,The Sabieng Thai,4.0,94,$$,40.72554,-73.98722,thai,restaurants
East Village,The Dip,5.0,28,,40.7280706083,-73.9866325837,sandwiches,restaurants
East Village,Hunan Bistro,3.5,214,$$,40.73234,-73.9881,chinese,restaurants
East Village,Khiladi NYC,4.0,78,,40.727536,-73.97926,indpak,restaurants
East Village,TAJ,3.5,243,$$,40.727045339645294,-73.9879390597343,indpak,restaurants
East Village,Boulton & Watt,4.0,680,$$,40.722496299999996,-73.986439,newamerican,restaurants
East Village,MOKYO,4.5,35,,40.727222999999995,-73.983878,korean,restaurants
East Village,Maiden Lane,4.0,75,$$,40.7270061842058,-73.97995811104079,seafood,restaurants
East Village,Benson's NYC,4.5,389,$$,40.7218302,-73.9866963,newamerican,restaurants
East Village,ViVi Bubble Tea,4.0,141,$,40.732566999999996,-73.98622900000001,taiwanese,restaurants
East Village,Eleven B,3.5,209,$$,40.72745,-73.97974,italian,restaurants
East Village,Rakka Cafe,3.5,143,$,40.72782,-73.98550999999999,mideastern,restaurants
East Village,Original Nicky's Vietnamese Sandwiches,4.5,42,$,40.72968,-73.98106999999999,vietnamese,restaurants
East Village,Loverboy,4.5,49,$$,40.72488,-73.97858000000001,pizza,restaurants
East Village,Dallas BBQ,3.0,473,$$,40.728651,-73.987427,bbq,restaurants
East Village,Angelina Cafe,3.5,142,$$,40.723511,-73.9856494,mediterranean,restaurants
East Village,Sister Jane NYC,4.5,54,$$,40.730920000000005,-73.98335,tradamerican,restaurants
East Village,Tsukimi,5.0,18,,40.729079999999996,-73.98541,japanese,restaurants
East Village,Tacos Cuautla Morelos,3.5,117,$$,40.7274619080615,-73.98320502872109,mexican,restaurants
East Village,Vinny Vincenz,3.5,194,$,40.731155,-73.983039,italian,restaurants
East Village,Frangos Peri Peri,4.5,53,$$,40.727787,-73.979444,portuguese,restaurants
East Village,Cherin,3.0,248,$$,40.72712,-73.98809,sushi,restaurants
East Village,Joe's Steam Rice Roll,4.0,71,,40.728629999999995,-73.98805,cantonese,chinese
East Village,Giano Restaurant,4.5,588,$$,40.7262256596862,-73.9840574049125,italian,restaurants
East Village,SakaMai,4.0,669,$$$,40.7209536656701,-73.98814072394259,japanese,restaurants
East Village,Cloister Cafe,3.0,468,$$,40.729391733458904,-73.987914828836,newamerican,restaurants
East Village,Sahara East,3.0,275,$$,40.7294197096977,-73.9835608443846,mideastern,restaurants
East Village,The Spotted Owl Tavern,4.0,72,$$,40.7299485,-73.980941,gastropubs,restaurants
East Village,Honeybee’s,4.0,68,$$,40.725629999999995,-73.98403,vegan,restaurants
East Village,Kyo Ya,4.5,455,$$$$,40.7267,-73.98534000000001,japanese,restaurants
East Village,BaoHaus,3.5,1946,$$,40.7324690923782,-73.98571360111241,chinese,restaurants
East Village,Big Arc Chicken,3.5,111,$,40.7312,-73.983,mideastern,restaurants
East Village,Lions & Tigers & Squares Detroit Pizza,4.0,71,,40.72981,-73.98658,pizza,restaurants
East Village,Souvlaki GR,4.0,879,$$,40.721196,-73.98711800000001,greek,restaurants
East Village,Ten Degrees Bar,4.0,826,$$,40.72692,-73.98342,gastropubs,restaurants
East Village,Nolita Pizza,4.5,35,$,40.72834,-73.98764,pizza,restaurants
East Village,Superiority Burger,4.0,603,$,40.72739,-73.98355,burgers,restaurants
East Village,Night Music,4.5,34,,40.72658,-73.98454,vegan,restaurants
East Village,MáLà Project,4.0,647,$$,40.727129999999995,-73.98541999999999,chinese,restaurants
East Village,Dirty French,4.0,654,$$$,40.72183,-73.98719,french,restaurants
East Village,Sabor A Mexico Taqueria,3.5,94,$$,40.7284353669,-73.9844540083,mexican,restaurants
East Village,Poco - NYC,3.5,1607,$$,40.7225107,-73.98290250000001,tapas,restaurants
East Village,Han Dynasty,4.0,1235,$$,40.732071999999995,-73.988074,szechuan,chinese
East Village,Pangea,3.5,136,$$,40.730472,-73.9859,italian,restaurants
East Village,Taberna 97,4.0,57,$$$,40.7275018841028,-73.9849530905485,portuguese,restaurants
East Village,Spicy Moon East Village,4.5,303,$$,40.72674,-73.98722,szechuan,chinese
East Village,Black Seed Bagels,3.0,231,$$,40.72912,-73.98398,bagels,food
East Village,Muzzarella Pizza,3.5,132,$,40.730246,-73.980707,pizza,restaurants
East Village,99 Favor Taste,4.0,672,$$,40.728833,-73.98809399999999,hotpot,restaurants
East Village,5C Cafe,5.0,23,$,40.7227353,-73.9796559,cafes,restaurants
East Village,Jintan,4.0,47,$$,40.7288289984002,-73.9841578558473,japanese,restaurants
East Village,Avenue C Restaurant,5.0,17,,40.7238771589342,-73.9788588405229,tradamerican,restaurants
East Village,Thai Direct Bowls,4.0,48,,40.72688,-73.98311,thai,restaurants
East Village,Tableside Italian Cook Shoppe,4.5,269,$$$,40.7266287,-73.98633840000001,italian,restaurants
East Village,David's Bagels,4.0,340,$,40.732543,-73.982063,bagels,food
East Village,Royal Bangladesh Indian Restaurant,3.0,219,$,40.726321999999996,-73.986648,indpak,restaurants
East Village,Gorin Ramen,5.0,17,,40.731629999999996,-73.98285,ramen,japanese
East Village,Otto's Tacos,4.0,750,$,40.7291289539586,-73.98754029999999,tacos,mexican
East Village,Cafe Himalaya,4.0,615,$$,40.7232289034083,-73.9879441220901,himalayan,restaurants
East Village,Noreetuh,4.0,432,$$$,40.727275,-73.985221,newamerican,restaurants
East Village,Brasserie Saint Marc,4.5,36,,40.7286485,-73.98720783,brasseries,restaurants
East Village,Cho-Ko,3.5,95,$,40.72515,-73.98744,japanese,restaurants
East Village,Hanoi Soup Shop,4.5,20,,40.72712,-73.98362,vietnamese,restaurants
East Village,B&H Dairy,4.5,464,$,40.728458399999994,-73.98816679999999,vegetarian,restaurants
East Village,Desi Galli,3.5,90,$$,40.72739,-73.97978,indpak,restaurants
East Village,Miss Lily's 7A,4.0,667,$$,40.726019,-73.9837551,caribbean,restaurants
East Village,La Margarita Pizzeria,4.5,288,$,40.721539242078705,-73.9876275438289,pizza,restaurants
East Village,Foxface,4.5,18,$$,40.72765,-73.98573,sandwiches,restaurants
East Village,Halal Food Truck,4.5,28,$,40.729379955529396,-73.9840061169661,halal,restaurants
East Village,Clay Pot - East Village,4.5,317,$$,40.7279880270274,-73.9865907985248,chinese,restaurants
East Village,Sushumai Asian Fusion,4.5,188,$$,40.72116106908479,-73.9872866123915,sushi,restaurants
East Village,Ducks Eatery,4.0,622,$$,40.730625200000006,-73.98462679999999,french,restaurants
East Village,Heaven's Hot Bagel,4.0,199,$,40.721309999999995,-73.98436,bagels,food
East Village,Raj Mahal,3.0,204,$$,40.72684,-73.98746,indpak,restaurants
East Village,Kolkata Chai Cafe,4.0,40,$,40.72283,-73.98311,cafes,restaurants
East Village,IHOP,2.5,371,$$,40.73278,-73.98557,breakfast_brunch,restaurants
East Village,Taverna Di Bacco,4.0,271,$$,40.72191,-73.98768000000001,italian,restaurants
East Village,Hawkers,3.0,234,$$,40.73298,-73.98606,asianfusion,restaurants
East Village,Risotteria Melotti NYC,4.5,317,$$,40.726673363853,-73.98809194564821,italian,restaurants
East Village,Takahachi,4.0,561,$$,40.725315,-73.984436,sushi,restaurants
East Village,Papaya Dog,3.0,174,$,40.731590000000004,-73.98263,hotdog,restaurants
East Village,Tre,4.0,475,$$,40.72184,-73.987714,italian,restaurants
East Village,Lavagna,4.0,377,$$$,40.724059999999994,-73.98226,italian,restaurants
East Village,Strings Ramen,4.5,27,$$,40.730839,-73.9857772,ramen,japanese
East Village,Gnoccheria By Luzzo's,4.0,402,$$,40.723315,-73.98313900000001,italian,restaurants
East Village,Akina Sushi,3.0,136,$$,40.730598,-73.981544,sushi,restaurants
East Village,Iggy's Pizzeria,3.5,91,$,40.729279999999996,-73.98442,pizza,restaurants
East Village,Kafana,4.0,404,$$,40.72432,-73.97851,modern_european,restaurants
East Village,Biga Contemporary Pizza,4.5,83,$$,40.72123,-73.98408,pizza,restaurants
East Village,Bagel Belly,3.0,163,$,40.733074,-73.98769300000001,bagels,food
East Village,Plump Dumpling,2.5,252,$,40.730396999999996,-73.9861,chinese,restaurants
East Village,Ho Foods,4.0,278,$$,40.72634,-73.98478,taiwanese,restaurants
East Village,Poke N Roll,3.5,45,$$,40.72752,-73.98304,hawaiian,restaurants
East Village,Plado Tasting Bar,4.5,22,,40.72242,-73.98397,tapasmallplates,restaurants
East Village,Izakaya,4.0,250,$$,40.72667,-73.98738,izakaya,japanese
East Village,Lower East Side Coffee Shop,3.0,113,$,40.73035170000001,-73.9805883,diners,restaurants
East Village,Le French Diner,4.5,118,$$,40.721827458618705,-73.98796899922041,french,restaurants
East Village,Silky Kitchen,4.5,217,$$,40.73297,-73.98829,chinese,restaurants
East Village,Haile Bistro,4.5,207,$$,40.72783,-73.97951,ethiopian,restaurants
East Village,Beetle House,3.5,1001,$$$,40.72708,-73.98801,newamerican,restaurants
East Village,City Gourmet Cafe,3.5,73,$,40.732431,-73.985823,sandwiches,restaurants
East Village,Mimi Cheng's Dumplings,3.5,662,$$,40.7305254,-73.986285,taiwanese,restaurants
East Village,The Dumpling Shop,4.5,125,$$,40.7281980640218,-73.9877445929247,chinese,restaurants
East Village,One More Thai,3.5,244,$$,40.72103,-73.98380999999999,thai,restaurants
East Village,Bin 141,4.0,25,,40.72391,-73.98529,newamerican,restaurants
East Village,Kindred,4.5,16,,40.7265,-73.98666,italian,restaurants
East Village,Huertas,4.0,308,$$,40.726856,-73.986251,spanish,restaurants
East Village,Jennifer's Cafe,4.0,28,$,40.7253685,-73.9871597,cuban,restaurants
East Village,M&J Asian Cuisine,4.0,40,$,40.7292851717997,-73.9780369922164,asianfusion,restaurants
East Village,El Sombrero,3.5,341,$$,40.72124,-73.9875,mexican,restaurants
East Village,Santa Barbara Deli,4.0,21,$,40.728229600000006,-73.9791262,delis,restaurants
East Village,East Side Gourmet Deli,4.0,19,$,40.723079999999996,-73.98236,delis,restaurants
East Village,The MasalaWala,4.5,1478,$$,40.72191,-73.98666,indpak,restaurants
East Village,Awash Ethiopian Restaurant,4.0,329,$$,40.72658,-73.98682,ethiopian,restaurants
East Village,Emojo Burger,4.0,140,$,40.7323,-73.98224,tradamerican,restaurants
East Village,Luke's Lobster Mobile Lobster Roll Food Truck,4.0,130,$$,40.73124,-73.9888,seafood,restaurants
East Village,Cafe Mocha,3.5,337,$$,40.72781,-73.98803000000001,breakfast_brunch,restaurants
East Village,Papilles,5.0,66,$$$,40.72637,-73.98403,french,restaurants
East Village,Cacio E Pepe,3.5,515,$$,40.7307352,-73.9862681,italian,restaurants
East Village,Old Fashioned Pizza,4.5,12,,40.73182,-73.98607,pizza,restaurants
East Village,Beyond Sushi,4.5,916,$$,40.7329,-73.98588000000001,sushi,restaurants
East Village,I Love Panzerotti-- East Village,5.0,8,,40.7266801,-73.9835791,italian,restaurants
East Village,Fei Ma,3.5,47,$,40.725114000000005,-73.9845239,chinese,restaurants
East Village,Borrachito,4.0,20,,40.7295,-73.98084,tacos,mexican
East Village,The Cabin NYC,4.0,218,$$,40.723929999999996,-73.98383000000001,newamerican,restaurants
East Village,Kanoyama Ramen by Sanshiro,4.0,15,$$,40.73067,-73.98643,ramen,japanese
East Village,Remedy Diner,3.0,540,$$,40.72177,-73.98543000000001,diners,restaurants
East Village,Sweet Chick,4.0,1637,$$,40.721739899999996,-73.98739,southern,restaurants
East Village,Atomic Wings,2.5,98,$$,40.72948,-73.98371999999999,chicken_wings,restaurants
East Village,Emmy Squared - East Village,4.0,184,$$,40.72598,-73.98671999999999,pizza,restaurants
East Village,Cafe Social 68,5.0,9,,40.724592,-73.98436600000001,cafes,restaurants
East Village,A & C Kitchen,3.5,34,$,40.72501,-73.97800000000001,chinese,restaurants
East Village,Al Horno Lean Mexican Kitchen,3.5,42,$$,40.72504,-73.98739,mexican,restaurants
East Village,Little Gio's Pizza,3.5,33,$,40.7237,-73.9878,pizza,restaurants
East Village,The Penny Farthing,3.5,476,$$,40.7324498147889,-73.9875972841437,gastropubs,restaurants
East Village,Cafe Mocha,3.5,30,$$,40.7279,-73.9881,tradamerican,restaurants
East Village,Asian Taste,4.0,14,,40.7228795731505,-73.9829911834261,chinese,restaurants
East Village,Yankee Pizza,3.5,34,$,40.7267,-73.97726999999999,pizza,restaurants
East Village,Yoli Restaurant,5.0,6,,40.72139,-73.98046,dominican,caribbean
East Village,Sammy's Halal,4.0,16,,40.726859999999995,-73.98609,mideastern,restaurants
East Village,Aoi Kitchen,4.5,79,$$,40.72683167,-73.98754333,izakaya,japanese
East Village,Doma,4.5,37,$$,40.72703,-73.985392,korean,restaurants
East Village,The Headless Widow,4.5,40,,40.72658,-73.9863,gastropubs,restaurants
East Village,Very Thai,4.0,98,$$,40.72784,-73.97933,thai,restaurants
East Village,O! Nigiri,3.0,26,,40.727412666957505,-73.9848726698689,japanese,restaurants
East Village,NY Grill & Deli,3.0,32,,40.72901901247221,-73.98140855133529,salad,restaurants
